Phylum,Class,Order,Family,Genus,Species,Common_name,Female_maturity_(days),Male_maturity_(days),Gestation/Incubation_(days),Weaning_(days),Litter/Clutch_size,Litters/Clutches_per_year,Inter-litter/Interbirth_interval,Birth_weight_(g),Weaning_weight_(g),Adult_weight_(g),Growth_rate_(1/days),Maximum_longevity_(yrs),Specimen_origin,IMR_(per_yr),MRDT_(yrs),Metabolic_rate_(W),Body_mass_(g),Temperature_(K)
Chordata,Aves,Passeriformes,Muscicapidae,Oenanthe,oenanthe,Northern wheatear,365.0,365.0,14.0,-1.0,-1.0,-1.0,-1.0,2.8,-1.0,25.0,0.48,10.1,unknown,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Passeriformes,Muscicapidae,Phoenicurus,ochruros,Black redstart,365.0,365.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.5,-1.0,10.2,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Passeriformes,Muscicapidae,Phoenicurus,phoenicurus,Common redstart,365.0,365.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.6,-1.0,10.2,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Passeriformes,Muscicapidae,Saxicola,rubetra,Whinchat,365.0,365.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.6,0.433,6.9,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Passeriformes,Muscicapidae,Saxicola,torquatus,Common stonechat and stonechat,365.0,365.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.3,0.5429999999999999,8.8,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Passeriformes,Oriolidae,Oriolus,oriolus,Eurasian golden-oriole,365.0,365.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,79.0,-1.0,14.8,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Passeriformes,Oriolidae,Oriolus,xanthornus,Black-hooded oriole,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,56.3,-1.0,15.5,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Passeriformes,Oriolidae,Sphecotheres,viridis,Green figbird (hang-nest),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,121.5,-1.0,18.0,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Passeriformes,Panuridae,Panurus,biarmicus,Bearded parrotbill,365.0,365.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.8,-1.0,7.1,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Passeriformes,Paradisaeidae,Paradisaea,apoda,Greater bird-of-paradise,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,172.0,-1.0,12.1,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Passeriformes,Paridae,Baeolophus,bicolor,Tufted titmouse,365.0,365.0,13.0,-1.0,6.0,1.0,-1.0,-1.0,-1.0,21.0,-1.0,13.3,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Passeriformes,Paridae,Baeolophus,inornatus,Plain titmouse or oak titmouse,365.0,365.0,15.0,-1.0,6.0,1.0,-1.0,-1.0,-1.0,15.9,-1.0,9.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Passeriformes,Paridae,Baeolophus,wollweberi,Bridled titmouse,365.0,365.0,13.0,-1.0,6.0,1.0,-1.0,-1.0,-1.0,10.4,-1.0,6.6,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Passeriformes,Paridae,Cyanistes,caeruleus,Blue tit,365.0,365.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.3,0.402,14.6,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Passeriformes,Paridae,Lophophanes,cristatus,Crested tit,365.0,365.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.1,-1.0,11.6,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Passeriformes,Paridae,Parus,major,Great tit,365.0,365.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.9,0.392,15.4,wild,-1.0,-1.0,-1.0,-1.0,-1.0
